,Duration (ms),Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature
900,191937,0.836,0.743,10,-6.305,0,0.0653,0.0974,0,0.335,0.723,108.965,191938,4
901,187107,0.721,0.769,7,-4.111,1,0.105,0.0922,0,0.0817,0.915,155.932,187108,4
902,159735,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,159736,4
903,173325,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
904,195144,0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,195145,4
905,143833,0.861,0.611,1,-7.891,1,0.0427,0.0764,0,0.0763,0.803,114.995,143833,4
906,159011,0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.735,0.478,95.927,159011,4
907,172630,0.892,0.588,1,-4.287,0,0.11,0.00319,0.000162,0.0498,0.753,120.042,172630,4
908,172832,0.827,0.731,4,-5.524,0,0.088,0.13,0,0.418,0.607,118.992,172833,4
909,218476,0.8,0.771,10,-6.638,0,0.123,0.0531,0,0.229,0.886,118.991,218476,4
910,244960,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4
911,201660,0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,201661,4
912,170769,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
913,268866,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4
914,229773,0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,229773,4
915,101789,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,101790,4
916,181279,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,181279,4
917,172761,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762,4
918,148732,0.552,0.662,6,-6.225,0,0.0548,0.0000918,0,0.143,0.572,79.973,148732,4
919,199593,0.731,0.58,10,-7.328,0,0.0399,0.223,0,0.129,0.319,119.997,199593,4
920,190185,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185,4
921,258969,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4
922,193058,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4
923,277506,0.562,0.437,0,-10.229,1,0.052,0.219,0.0000218,0.0806,0.15,124.852,277506,4
924,234652,0.594,0.721,2,-7.812,1,0.0957,0.0209,0.00000855,0.0879,0.253,128.942,234653,4
925,171727,0.587,0.229,10,-11.254,0,0.128,0.92,0,0.1,0.379,75.67,171728,4
926,246755,0.733,0.62,1,-10.525,1,0.075,0.606,0.305,0.117,0.247,111.039,246755,4
927,221874,0.622,0.58,1,-5.273,0,0.0504,0.00241,0.0000295,0.112,0.512,104.41,221874,4
928,155586,0.575,0.571,11,-9.291,0,0.101,0.597,0.000159,0.108,0.0614,110.993,155587,4
929,198907,0.764,0.567,0,-8.585,1,0.0609,0.0126,0.0000951,0.257,0.428,89.988,198907,4
930,190799,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
931,190799,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
932,190799,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
933,190799,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
934,219742,0.377,0.651,4,-5.437,0,0.0589,0.0197,0.0000531,0.174,0.0851,129.607,219742,4
935,206070,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,206071,4
936,217306,0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,217307,4
937,116293,0.456,0.459,4,-8.16,0,0.0811,0.475,0,0.0861,0.211,116.049,116293,4
938,170746,0.724,0.491,8,-6.024,1,0.0296,0.018,0.0000129,0.0887,0.383,105.046,170746,4
939,223853,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,223853,4
940,223853,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,223853,4
941,223853,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,223853,4
942,223853,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,223853,4
943,226973,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4
944,204466,0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,204467,4
945,164842,0.666,0.796,10,-6.967,0,0.103,0.0492,0,0.0442,0.61,110.108,164842,4
946,199440,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,199440,4
947,187973,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4
948,206880,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,4
949,208733,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,208733,4
950,172692,0.442,0.631,1,-5.096,0,0.05,0.136,0.0000229,0.133,0.129,139.774,172693,4
951,191466,0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,191467,4
952,172266,0.603,0.691,5,-5.805,1,0.0372,0.0248,0,0.583,0.577,147.148,172267,4
953,211360,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211360,4
954,154983,0.721,0.738,7,-4.77,1,0.0403,0.00226,0.00000441,0.118,0.637,119.976,154983,4
955,181026,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4
956,145440,0.719,0.756,10,-4.385,1,0.0356,0.0272,0,0.191,0.863,126.011,145441,4
957,145065,0.776,0.92,5,-3.246,0,0.0548,0.0103,0,0.325,0.842,119.989,145066,4
958,149284,0.754,0.816,3,-5.189,1,0.0584,0.208,0,0.0491,0.653,126.082,149284,4
959,180644,0.852,0.698,9,-7.206,1,0.0629,0.00839,0.00000103,0.0773,0.324,113.039,180645,4
960,175093,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114.03,175093,4
961,200880,0.725,0.571,1,-6.007,1,0.102,0.0183,0,0.0519,0.61,146.035,200880,4
962,183000,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,183000,4
963,201813,0.622,0.919,11,-4.088,1,0.0651,0.0163,0.00000687,0.523,0.81,107.06,201813,4
964,189960,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4
965,231386,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,4
966,201160,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4
967,189486,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,189486,4
968,206200,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,206200,4
969,259453,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,259453,4
970,231013,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,4
971,235493,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,4
972,219466,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219467,4
973,227395,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395,4
974,227320,0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,227320,4
975,208330,0.703,0.736,4,-5.709,0,0.046,0.186,0.0000192,0.174,0.274,119.955,208330,4
976,228533,0.408,0.868,2,-4.438,0,0.0837,0.0082,0,0.151,0.387,83.469,228533,4
977,228240,0.648,0.908,4,-4.251,0,0.108,0.0113,0,0.374,0.793,131.147,228240,4
978,229888,0.614,0.895,3,-3.554,1,0.128,0.0151,0,0.0692,0.338,136.041,229888,4
979,215160,0.654,0.872,1,-3.824,1,0.11,0.0411,0,0.0808,0.612,130.023,215160,4
980,205724,0.64,0.871,0,-3.926,1,0.0424,0.00333,0.00000273,0.213,0.516,130.003,205725,4
981,210904,0.443,0.3,5,-11.082,1,0.0346,0.788,0,0.111,0.163,125.327,210905,4
982,200171,0.233,0.406,2,-6.803,0,0.0323,0.797,0,0.107,0.0692,88.097,200171,5
983,216173,0.484,0.812,10,-4.743,1,0.138,0.0322,0,0.18,0.308,109.452,216173,5
984,156943,0.712,0.463,2,-7.399,1,0.0797,0.011,0.00000296,0.301,0.206,131.199,156943,4
985,156943,0.712,0.463,2,-7.399,1,0.0797,0.011,0.00000296,0.301,0.206,131.199,156943,4
986,156943,0.712,0.463,2,-7.399,1,0.0797,0.011,0.00000296,0.301,0.206,131.199,156943,4
987,156943,0.712,0.463,2,-7.399,1,0.0797,0.011,0.00000296,0.301,0.206,131.199,156943,4
988,172723,0.418,0.42,0,-6.444,1,0.0414,0.588,0.0000639,0.11,0.184,84.094,172724,4
989,201000,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4
990,239316,0.677,0.485,5,-5.795,1,0.0361,0.529,0.0000204,0.0766,0.493,82.001,239317,4
991,179161,0.587,0.924,11,-5.433,0,0.0457,0.0311,0.0171,0.23,0.509,140.009,179162,4
992,171029,0.741,0.52,8,-7.513,1,0.0656,0.447,0.00000197,0.222,0.347,102.998,171030,4
993,167065,0.656,0.627,7,-6.627,0,0.0379,0.343,0.0000217,0.124,0.481,99.933,167066,4
994,246735,0.584,0.408,1,-7.356,0,0.0461,0.476,0,0.18,0.333,115.129,246735,4
995,213309,0.781,0.768,11,-5.991,1,0.0394,0.0119,0.00000491,0.325,0.486,123.07,213309,4
996,202204,0.561,0.685,1,-4.891,0,0.0835,0.154,0,0.077,0.363,165.944,202205,4
997,242733,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
998,202960,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,202960,4
999,247906,0.674,0.628,2,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,247907,4
1000,215160,0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,215160,4
1001,237200,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,4
1002,269600,0.491,0.588,1,-6.177,1,0.0506,0.0281,0.00000201,0.0906,0.193,113.608,269600,4
1003,170261,0.697,0.732,11,-6.534,0,0.0646,0.0139,0.000631,0.0807,0.651,124.932,170253,4
1004,208493,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,208493,4
1005,267960,0.754,0.811,5,-3.679,1,0.0561,0.0185,0.00000518,0.654,0.639,109.902,267960,4
1006,225789,0.668,0.802,5,-4.005,0,0.0917,0.0273,0,0.163,0.769,113.796,225789,4
1007,188960,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,188960,4
1008,221946,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947,4
1009,229640,0.509,0.812,8,-5.439,1,0.0537,0.00128,0.0000199,0.214,0.689,159.878,229640,4
1010,219493,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219493,4
1011,242644,0.495,0.896,11,-2.381,1,0.0331,0.005,0,0.353,0.462,146.04,242645,4
1012,237000,0.446,0.701,9,-4.179,0,0.0295,0.0298,0.00000889,0.0931,0.394,159.958,237000,3
1013,211493,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,211493,4
1014,198973,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973,4
1015,198733,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,198733,4
1016,225687,0.437,0.802,2,-5.063,1,0.111,0.0168,0,0.086,0.704,178.137,225688,4
1017,199946,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,199947,4
1018,212893,0.452,0.683,1,-4.829,1,0.0337,0.168,0,0.102,0.445,183.937,212893,4
1019,193333,0.575,0.844,3,-1.772,0,0.0633,0.226,0,0.0538,0.542,87.007,193333,4
1020,177400,0.563,0.755,5,-4.504,1,0.0253,0.0134,0,0.399,0.811,92.988,177400,4
1021,240133,0.531,0.843,9,-2.569,0,0.0429,0.0909,0,0.0283,0.392,136.991,240133,4
1022,222506,0.529,0.87,8,-3.32,0,0.327,0.0529,0,0.0946,0.36,182.1,222507,4
1023,226493,0.359,0.518,2,-3.537,1,0.0302,0.665,0,0.106,0.135,76.572,226493,4
1024,236786,0.597,0.82,5,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,236787,4
1025,212173,0.624,0.805,9,-2.632,1,0.029,0.0466,0,0.328,0.77,123.991,212173,4
1026,205560,0.617,0.839,0,-2.849,0,0.0655,0.0286,0,0.19,0.741,128.91,205560,4
1027,230733,0.652,0.812,3,-3.797,0,0.0409,0.00125,0.0000301,0.667,0.72,126.023,230733,4
1028,220933,0.511,0.681,5,-5.103,1,0.0359,0.0843,0.00000673,0.503,0.555,160.035,220933,4
1029,215672,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,4
1030,220226,0.706,0.841,7,-3.956,1,0.0418,0.0000795,0,0.0688,0.861,132.032,220227,4
1031,227893,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,4
1032,227333,0.691,0.795,1,-4.021,0,0.0355,0.000812,0.00000102,0.156,0.876,133.971,227333,4
1033,223546,0.671,0.771,7,-4.821,0,0.0316,0.00492,0.00000728,0.354,0.436,90.003,223546,4
1034,227741,0.719,0.798,10,-4.582,1,0.0361,0.0162,0.00000234,0.134,0.591,120.011,227741,4
1035,179640,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,4
1036,234653,0.788,0.753,0,-3.71,1,0.0536,0.0038,0,0.18,0.403,125.005,234653,4
1037,200600,0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,200600,4
1038,202066,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
1039,196453,0.672,0.642,5,-4.035,1,0.0313,0.0981,0,0.1,0.494,121.981,196453,4
1040,191185,0.451,0.632,4,-3.843,1,0.0475,0.6,0,0.139,0.455,147.06,190461,4
1041,221360,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,4
1042,217099,0.601,0.794,7,-5.844,0,0.0671,0.00987,0.00000136,0.418,0.244,114.066,217099,4
1043,231240,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240,4
1044,169333,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,169333,4
1045,236066,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,236067,4
1046,185933,0.496,0.593,4,-5.154,1,0.0285,0.0476,0,0.0909,0.177,91.038,185933,4
1047,210840,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,4
1048,214739,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4
1049,203760,0.706,0.643,11,-6.929,0,0.234,0.0242,0,0.262,0.885,143.931,203760,4
1050,205745,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,4
1051,173800,0.733,0.897,0,-3.652,1,0.0389,0.0391,0,0.117,0.649,96.006,173800,4
1052,222706,0.74,0.622,11,-4.608,0,0.0446,0.0357,0.0000485,0.356,0.556,104.966,222707,4
1053,201600,0.706,0.728,7,-3.602,1,0.0852,0.123,0,0.185,0.851,121.017,201600,4
1054,205346,0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347,4
1055,191307,0.419,0.453,8,-7.685,1,0.0437,0.539,0,0.0971,0.356,140.327,191308,3
1056,189173,0.421,0.821,1,-2.783,1,0.0372,0.00971,0,0.1,0.594,91.245,189173,4
1057,239317,0.799,0.802,11,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,239318,4
1058,171655,0.61,0.571,2,-5.649,1,0.0782,0.00863,0,0.131,0.747,105.01,171655,4
1059,206458,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,206459,4
1060,194900,0.695,0.62,8,-8.082,0,0.0521,0.0881,0.0000543,0.111,0.62,150.032,194900,4
1061,220780,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4
1062,197993,0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993,4
1063,207904,0.601,0.724,6,-4.856,1,0.0486,0.0945,0.00000168,0.12,0.508,102.061,207905,4
1064,186112,0.708,0.618,2,-4.424,1,0.0592,0.0204,0.00000681,0.062,0.265,123.013,186113,4
1065,229080,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,229080,4
1066,177813,0.79,0.701,9,-4.81,1,0.365,0.0317,0.0000806,0.0311,0.91,159.972,177813,4
1067,232852,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,232852,4
1068,188174,0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,85.896,188174,4
1069,186043,0.57,0.756,5,-3.394,1,0.0257,0.0497,0,0.33,0.72,91.972,186043,4
1070,198515,0.579,0.37,10,-8.9,1,0.0383,0.496,0,0.221,0.216,119.799,198515,4
1071,224585,0.589,0.471,10,-4.908,1,0.0262,0.674,0,0.105,0.262,95.972,224586,4
1072,153037,0.59,0.867,4,-4.053,1,0.0649,0.00721,0,0.355,0.758,89.52,153038,4
1073,163733,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,163733,4
1074,163733,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,163733,4
1075,163733,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,163733,4
1076,163733,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,163733,4
1077,223043,0.443,0.533,0,-6.548,1,0.0396,0.371,0,0.128,0.201,77.344,223044,4
1078,194869,0.411,0.243,0,-10.45,1,0.0313,0.925,0.0000185,0.126,0.282,167.357,194870,4
1079,158805,0.591,0.841,4,-4.351,0,0.0304,0.0119,0,0.395,0.392,109.034,158805,4
1080,194416,0.465,0.63,6,-6.442,1,0.0398,0.0285,0.0000053,0.339,0.389,169.833,194417,4
1081,194416,0.462,0.632,6,-6.448,1,0.0365,0.0227,0.00000305,0.344,0.395,169.841,194417,4
1082,297933,0.48,0.87,1,-4.792,1,0.0362,0.00438,0.00603,0.0826,0.584,161.953,297933,4
1083,237986,0.551,0.814,4,-3.683,1,0.0425,0.00089,0.00000116,0.18,0.469,130.971,237987,4
1084,162600,0.296,0.925,1,-0.783,1,0.0767,0.00128,0.000315,0.0797,0.607,204.111,162600,4
1085,189360,0.466,0.905,11,-4.486,1,0.0759,0.0182,0.000634,0.214,0.544,160.958,189360,4
1086,273026,0.387,0.759,6,-5.933,0,0.0295,0.00135,0.00198,0.106,0.381,84.744,273027,4
1087,225600,0.714,0.708,10,-6.286,0,0.0483,0.0891,0.0471,0.116,0.601,94.478,225600,4
1088,332413,0.481,0.925,8,-3.787,1,0.0717,0.00195,0.000315,0.302,0.577,160.959,332413,4
1089,181293,0.446,0.811,1,-3.075,1,0.0417,0.0175,0.0106,0.158,0.678,175.716,181293,4
1090,182160,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
1091,215106,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
1092,210880,0.676,0.461,3,-3.59,1,0.0304,0.555,0,0.0951,0.466,107.95,210880,4
1093,220492,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,220492,4
1094,205686,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,205687,4
1095,203666,0.664,0.76,1,-3.769,0,0.0448,0.318,0,0.34,0.7,101.987,203667,4
1096,210863,0.646,0.355,1,-7.119,1,0.0263,0.873,0,0.115,0.364,84.988,210863,4
1097,214438,0.546,0.454,4,-4.334,1,0.0477,0.512,0,0.0745,0.247,114.489,214438,4
1098,231120,0.345,0.625,4,-4.025,1,0.0444,0.0758,0,0.112,0.336,169.494,231120,4
1099,185657,0.722,0.565,4,-5.848,1,0.0335,0.435,0,0.165,0.488,104.483,185658,4
1100,167903,0.637,0.567,8,-7.572,0,0.0407,0.0627,0,0.271,0.433,124.119,167903,4
1101,206960,0.319,0.841,9,-4.232,0,0.147,0.0518,0,0.106,0.483,173.868,206960,3
1102,229436,0.638,0.853,0,-2.158,0,0.0347,0.00127,0,0.068,0.518,120.058,229436,4
1103,198221,0.677,0.55,0,-7.053,1,0.042,0.427,0,0.0915,0.343,99.953,198221,4
1104,245699,0.614,0.684,0,-5.79,1,0.157,0.247,0,0.0976,0.258,156.85,245700,4
1105,246796,0.448,0.434,0,-8.483,1,0.0677,0.546,0,0.0985,0.478,158.616,246796,4
1106,228858,0.573,0.727,0,-7.616,1,0.0664,0.132,0.0584,0.192,0.22,150.034,228858,4
1107,149803,0.642,0.214,3,-9.25,1,0.198,0.909,0,0.122,0.38,80.444,149803,4
1108,177173,0.572,0.833,8,-5.291,0,0.0754,0.014,0.0000577,0.129,0.588,158.104,177173,4
1109,178746,0.62,0.478,11,-5.68,1,0.0363,0.815,0,0.0976,0.312,83.861,178746,4
1110,198040,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040,3
1111,248818,0.34,0.684,11,-6.306,1,0.044,0.00979,0,0.348,0.556,112.969,248819,4
1112,185773,0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,185773,4
1113,158536,0.53,0.592,5,-7.281,1,0.0534,0.381,0,0.294,0.544,125.721,158537,4
1114,243907,0.474,0.343,4,-8.571,0,0.027,0.578,0.0000265,0.305,0.152,145.115,243907,3
1115,231920,0.489,0.413,0,-6.499,1,0.0314,0.59,0,0.0639,0.246,136.116,231920,4
1116,216094,0.326,0.397,6,-8.145,1,0.0461,0.619,0,0.0979,0.276,153.713,216095,3
1117,168880,0.701,0.728,2,-5.226,1,0.0468,0.0178,0,0.17,0.696,91.071,168880,4
1118,149027,0.644,0.829,7,-4.165,1,0.0278,0.0537,0,0.185,0.684,95.992,149027,4
1119,221054,0.58,0.416,0,-9.591,1,0.0291,0.608,0,0.0883,0.453,82.015,221054,4
1120,203992,0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968,203992,4
1121,189520,0.638,0.884,6,-4.068,0,0.049,0.00918,0.000337,0.139,0.541,130.032,189520,4
1122,144911,0.654,0.505,7,-6.417,0,0.0461,0.547,0,0.17,0.418,129.941,144912,4
1123,155853,0.674,0.939,1,-3.565,1,0.0446,0.00635,0,0.0624,0.614,126.909,155853,4
1124,128606,0.764,0.256,11,-9.934,1,0.0392,0.741,0,0.262,0.565,114.062,128606,4
1125,200234,0.696,0.64,6,-6.876,0,0.0397,0.00229,0.000462,0.162,0.287,90.047,200235,4
1126,150440,0.603,0.865,3,-5.6,1,0.0508,0.188,0.0000443,0.126,0.693,130.988,150441,4
1127,229267,0.698,0.316,3,-8.488,1,0.0493,0.622,0,0.118,0.546,84.098,229267,4
1128,231293,0.613,0.889,4,-3.641,1,0.055,0.0192,0,0.0937,0.335,131.936,231293,4
1129,208022,0.601,0.674,7,-5.638,1,0.125,0.0561,0,0.117,0.596,180.055,208022,4
1130,223413,0.618,0.59,7,-7.186,0,0.0427,0.778,0.00788,0.0906,0.896,174.265,223413,4
1131,216933,0.596,0.576,10,-7.956,1,0.039,0.379,0.0859,0.107,0.494,160.183,216933,4
1132,221000,0.718,0.772,5,-5.155,0,0.0529,0.298,0,0.337,0.843,95.917,221000,4
1133,187282,0.571,0.705,5,-6.551,0,0.0786,0.684,0.0000247,0.11,0.735,159.973,187283,4
1134,186836,0.706,0.536,10,-9.026,1,0.0325,0.797,0.0000178,0.068,0.0712,107.905,186836,4
1135,216026,0.676,0.362,4,-9.492,0,0.0323,0.727,0.000249,0.168,0.733,94.965,216027,4
1136,188780,0.739,0.522,1,-10.876,1,0.0355,0.0174,0.00608,0.199,0.214,110,188781,4
1137,228760,0.666,0.545,1,-8.031,0,0.0354,0.686,0.015,0.117,0.378,86.385,228760,4
1138,221092,0.762,0.572,7,-6.533,0,0.0355,0.138,0.00222,0.106,0.504,106.014,221092,4
1139,242922,0.635,0.619,9,-7.22,0,0.0474,0.052,0.00016,0.118,0.277,87.984,241928,4
1140,290892,0.447,0.441,0,-7.658,1,0.0456,0.874,0.0000436,0.188,0.286,122.811,290892,4
1141,188000,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,4
1142,265360,0.478,0.555,8,-4.259,1,0.0508,0.368,0,0.132,0.43,144.71,265360,4
1143,233880,0.657,0.569,2,-6.287,1,0.0542,0.201,0.0000138,0.126,0.399,102.054,233880,4
1144,223120,0.707,0.67,9,-6.137,1,0.0323,0.164,0.00283,0.109,0.822,112.993,223120,4
1145,271200,0.389,0.322,2,-8.933,1,0.0355,0.613,0.000534,0.093,0.453,86.929,271200,4
1146,220826,0.572,0.853,9,-2.114,1,0.0351,0.0982,0.00000725,0.131,0.572,150.03,220827,4
1147,252760,0.269,0.764,7,-3.735,1,0.0534,0.132,0,0.0723,0.15,181.299,252760,4
1148,220960,0.557,0.496,10,-7.184,1,0.0332,0.208,0.00824,0.147,0.248,84.912,220960,4
1149,382613,0.65,0.28,4,-7.442,1,0.0305,0.495,0.00000355,0.106,0.103,119.939,382613,3
1150,188386,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387,4
1151,175960,0.509,0.0167,9,-24.639,1,0.115,0.979,0.0000272,0.387,0.229,207.97,175961,3
1152,260519,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,260520,4
1153,135066,0.621,0.393,1,-9.553,1,0.0275,0.778,0.00703,0.104,0.53,113.925,135067,3
1154,123884,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,123884,4
1155,178352,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,178352,4
1156,159595,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,159595,4
1157,228922,0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,228922,4
1158,135016,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016,4
1159,127040,0.649,0.428,8,-4.584,0,0.0313,0.766,0.00294,0.0816,0.514,77.057,127040,4
1160,137773,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,137773,4
1161,128198,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,128199,4
1162,170240,0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,170240,4
1163,278640,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4
